owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,budget_authority_unobligated_balance_brought_forward,adjustments_to_unobligated_balance_brought_forward_cpe,budget_authority_appropriated_amount,borrowing_authority_amount,contract_authority_amount,spending_authority_from_offsetting_collections_amount,total_other_budgetary_resources_amount,total_budgetary_resources,obligations_incurred,deobligations_or_recoveries_or_refunds_from_prior_year,unobligated_balance,gross_outlay_amount,status_of_budgetary_resources_total,last_modified_date
Department of Defense,Department of Defense,FY2017Q4,057-3307,"Military Construction - Recovery Act, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,170500.73,0.0,0.0,0.0,0.0,0.0,0.0,170500.73,0.0,0.0,170500.73,0.0,170500.73,2018-08-03
Department of Defense,Department of Defense;Department of Transportation,FY2017Q4,057-3400,"Operation and Maintenance, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,2828219069.99,1312941507.4,48989614482.0,0.0,0.0,2956883530.31,2956883530.31,56087658589.7,53353699955.5,2516253544.81,2733958634.2,48882650389.85,56087658589.7,2018-08-03
Department of Defense,Department of Defense,FY2017Q4,057-3500,"Military Personnel, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,1065682126.93,-398663275.92,28725811800.0,0.0,0.0,463389490.92,463389490.92,29856220141.93,29022272841.53,100425742.7,833947300.4,28756254348.32,29856220141.93,2018-08-03
Department of Defense,Department of Defense,FY2017Q4,057-3600,"Research, Development, Test, and Evaluation, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,4911835770.57,563530017.07,27848084808.0,0.0,0.0,3456914082.57,3456914082.57,36780364678.21,30392618924.26,761035355.41,6387745753.95,28314958709.08,36780364678.21,2018-08-03
Department of Defense,Department of Defense,FY2017Q4,057-3700,"Reserve Personnel, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,101167742.27,40790694.82,1750152000.0,0.0,0.0,9913034.46,9913034.46,1902023471.55,1749872652.03,48662090.4,152150819.52,1665033092.5,1902023471.55,2018-08-03
Department of Defense,Department of Defense,FY2017Q4,057-3730,"Military Construction, Air Force Reserve",Department of the Air Force,National Defense,Department of Defense-Military,81549348.44,48334.78,197950000.0,0.0,0.0,0.0,0.0,279547683.22,206453619.84,86345.39,73094063.38,56273953.89,279547683.22,2018-08-03
Department of Defense,Department of Defense,FY2017Q4,057-3740,"Operation and Maintenance, Air Force Reserve",Department of the Air Force,National Defense,Department of Defense-Military,183513553.73,184011977.89,3204881000.0,0.0,0.0,159683406.55,159683406.55,3732089938.17,3526828957.49,226808028.92,205260980.68,3222517197.5,3732089938.17,2018-08-03
Department of Defense,Department of Defense,FY2017Q4,057-3830,"Military Construction, Air National Guard",Department of the Air Force,National Defense,Department of Defense-Military,126573482.1,1264457.56,167957000.0,0.0,0.0,0.0,0.0,295794939.66,102542614.81,1366922.23,193252324.85,82697546.47,295794939.66,2018-08-03
Department of Defense,Department of Defense,FY2017Q4,057-3834,"Military Construction - Recovery Act, Air National Guard",Department of the Air Force,National Defense,Department of Defense-Military,2369.98,0.0,0.0,0.0,0.0,0.0,0.0,2369.98,0.0,0.0,2369.98,0.0,2369.98,2018-08-03
Department of Defense,Department of Defense,FY2017Q4,057-3840,"Operation and Maintenance, Air National Guard",Department of the Air Force,National Defense,Department of Defense-Military,322174951.3,244815636.9,6586170113.0,0.0,0.0,873804266.25,873804266.25,8026964967.45,7597777830.38,292945311.91,429187137.07,7406814747.18,8026964967.45,2018-08-03
Department of Defense,Department of Defense,FY2017Q4,057-3850,"National Guard Personnel, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,56656659.19,39782478.25,3348218617.0,0.0,0.0,57258666.72,57258666.72,3501916421.16,3427806797.63,101139706.96,74109623.53,3334538930.38,3501916421.16,2018-08-03
Department of Defense,Department of Defense,FY2017Q4,057-5616,"Support of Athletic Programs, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,0.0,0.0,3158764.81,0.0,0.0,0.0,0.0,3158764.81,0.0,0.0,3158764.81,0.0,3158764.81,2018-08-03
Department of Defense,Department of Defense,FY2017Q4,057-8418,"Air Force Cadet Fund, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,0.0,0.0,0.0,0.0,0.0,252678.96,252678.96,252678.96,252678.96,0.0,0.0,0.0,252678.96,2018-08-03
Department of Defense,Department of Defense,FY2017Q4,057-8928,"Department of the Air Force General Gift Fund, Air Force",Department of the Air Force,National Defense,Department of Defense-Military,12165266.09,519922.18,5067651.96,0.0,0.0,0.0,0.0,17752840.23,4549698.99,519922.18,13203141.24,5620924.55,17752840.23,2018-08-03
Department of Transportation,Department of Transportation,FY2017Q4,069-1710,"Ready Reserve Force, Maritime Administration, Transportation",Department of Transportation,National Defense,Defense-related activities,59860037.78,10530754.02,0.0,0.0,0.0,353684824.24,353684824.24,424075616.04,385130270.79,10530754.02,38945345.25,328105952.73,424075616.04,2017-11-14
Department of Transportation,Department of Transportation,FY2017Q4,069-1711,"Maritime Security Program, Maritime Administration, Transportation",Department of Transportation,National Defense,Defense-related activities,8473085.47,4888572.06,300000000.0,0.0,0.0,0.0,0.0,313361657.53,292322450.51,4888572.06,21039207.02,281372705.78,313361657.53,2017-11-14
Department of Homeland Security,Department of Homeland Security,FY2017Q4,070-0411,"Federal Assistance, Countering Weapons of Mass Destruction Office, Homeland Security",Department of Homeland Security,National Defense,Defense-related activities,0.0,0.0,46328000.0,0.0,0.0,0.0,0.0,46328000.0,25387688.4,0.0,20940311.6,1951125.3,46328000.0,2018-02-12
Department of Homeland Security,Department of Homeland Security,FY2017Q4,070-0412,"Procurement, Construction, and Improvements, Cybersecurity and Infrastructure Security Agency, Homeland Security",Department of Homeland Security,National Defense,Defense-related activities,0.0,0.0,440035000.0,0.0,0.0,0.0,0.0,440035000.0,221794335.57,0.0,218240664.43,26150116.32,440035000.0,2018-02-12
Department of Homeland Security,Department of Homeland Security,FY2017Q4,070-0565,"Infrastructure Protection and Information Security, Cybersecurity and Infrastructure Security Agency, Homeland Security",Department of Homeland Security,National Defense,Defense-related activities,221593213.11,4382829.15,0.0,0.0,0.0,-646416.87,-646416.87,225329625.39,189601137.66,69810134.14,35728487.73,928852167.66,225329625.39,2018-02-12
Department of Homeland Security,Department of Homeland Security,FY2017Q4,070-0805,"Research and Development, Cybersecurity and Infrastructure Security Agency, Homeland Security",Department of Homeland Security,National Defense,Defense-related activities,0.0,0.0,6469000.0,0.0,0.0,0.0,0.0,6469000.0,6452825.69,0.0,16174.31,1008169.42,6469000.0,2018-02-12
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0807,"National Library of Medicine, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,1009348.59,362671.95,0.0,0.0,0.0,0.0,0.0,1372020.54,762.82,362671.95,1371257.72,319905.17,1372020.54,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0819,"John E. Fogarty International Center, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,345215.07,18443.34,0.0,0.0,0.0,0.0,0.0,363658.41,37732.38,18443.34,325926.03,805980.9,363658.41,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0843,"National Institute on Aging, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,5693333.17,2433474.46,0.0,0.0,0.0,0.0,0.0,8126807.63,44274.39,2433474.46,8082533.24,5319612.41,8126807.63,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0844,"National Institute of Child Health and Human Development, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,6357560.98,2731600.58,0.0,0.0,0.0,0.0,0.0,9089161.56,171348.94,2731600.58,8917812.62,5976976.08,9089161.56,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0846,"Office of the Director, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,13267527.9,7560016.34,0.0,0.0,0.0,0.0,0.0,20827544.24,796617.74,7560016.34,20030926.5,32474743.19,20827544.24,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0849,"National Cancer Institute, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,45472035.54,8575291.54,0.0,0.0,0.0,596218.34,596218.34,54643545.42,1348142.68,8575291.54,53295402.74,27185573.09,54643545.42,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0851,"National Institute of General Medical Sciences, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,9735427.38,1326311.18,0.0,0.0,0.0,0.0,0.0,11061738.56,425653.53,1326311.18,10636085.03,8785530.76,11061738.56,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0862,"National Institute of Environmental Health Sciences, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,3812241.07,293354.61,0.0,0.0,0.0,0.0,0.0,4105595.68,0.0,293354.61,4105595.68,3965476.05,4105595.68,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0872,"National Heart, Lung, and Blood Institute, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,22732396.05,10284037.86,0.0,0.0,0.0,0.0,0.0,33016433.91,6636799.56,10284037.86,26379634.35,6552526.21,33016433.91,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0873,"National Institute of Dental and Craniofacial Research, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,1363584.59,480116.57,0.0,0.0,0.0,0.0,0.0,1843701.16,0.0,480116.57,1843701.16,1451258.26,1843701.16,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0875,"National Center for Advancing Translational Sciences, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,8528854.52,1008829.97,0.0,0.0,0.0,0.0,0.0,9537684.49,442926.32,1008829.97,9094758.17,156786.32,9537684.49,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0884,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,7268010.6,3116910.22,0.0,0.0,0.0,0.0,0.0,10384920.82,823388.14,3116910.22,9561532.68,23648222.9,10384920.82,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0885,"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,33449798.12,35220299.26,0.0,0.0,0.0,0.0,0.0,68670097.38,813027.04,35220299.26,67857070.34,54055563.3,68670097.38,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0886,"National Institute of Neurological Disorders and Stroke, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,14631693.94,4170054.07,0.0,0.0,0.0,0.0,0.0,18801748.01,224108.58,4170054.07,18577639.43,1588966.75,18801748.01,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0887,"National Eye Institute, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,1377631.78,665706.85,0.0,0.0,0.0,0.0,0.0,2043338.63,1431.01,665706.85,2041907.62,1437804.97,2043338.63,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0888,"National Institute of Arthritis and Musculoskeletal and Skin Diseases, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,2040964.28,807262.73,0.0,0.0,0.0,0.0,0.0,2848227.01,0.0,807262.73,2848227.01,1087192.16,2848227.01,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0889,"National Institute of Nursing Research, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,1278885.64,190577.9,0.0,0.0,0.0,0.0,0.0,1469463.54,0.0,190577.9,1469463.54,-1047.6,1469463.54,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0890,"National Institute on Deafness and Other Communication Disorders, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,2379030.29,441054.51,0.0,0.0,0.0,0.0,0.0,2820084.8,0.0,441054.51,2820084.8,1300570.19,2820084.8,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0891,"National Human Genome Research Institute, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,1297656.93,146397.72,0.0,0.0,0.0,0.0,0.0,1444054.65,58492.9,146397.72,1385561.75,1253192.49,1444054.65,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0892,"National Institute of Mental Health, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,9523724.24,1159561.17,0.0,0.0,0.0,0.0,0.0,10683285.41,186941.59,1159561.17,10496343.82,8442015.4,10683285.41,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0893,"National Institute on Drug Abuse, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,4700686.55,1655661.84,0.0,0.0,0.0,0.0,0.0,6356348.39,46137.66,1655661.84,6310210.73,3504226.53,6356348.39,2017-11-15
Department of Health and Human Services,Department of Health and Human Services,FY2017Q4,075-0894,"National Institute on Alcohol Abuse and Alcoholism, National Institutes of Health, Health and Human Services",Department of Health and Human Services,National Defense,Atomic energy defense activities,4233237.21,582267.66,0.0,0.0,0.0,11978.0,11978.0,4827482.87,29778.03,582267.66,4797704.84,1561187.92,4827482.87,2017-11-15
